movie,sentence,score
분노의 질주: 더 얼티메이트,이제는 하다하다 우주도 가는구나. .,6
더 수어사이드 스쿼드,댓글 알바 대단하다정말 매니아가 아니라면 . 이건 뭐 관객을 가마니로 보나 이걸 추천하는 기자는 또 뭐니앞뒤 맥락없고 12세이하 유치한 연기와 억지 신파로 인해 스크린을 향해  욕이라도 쏟아붓고 싶었다,2
더 수어사이드 스쿼드,평점을 충분히 보고 감상했는데 좀 느낌이 다르다. 데드풀보다는 킹스맨에 가깝고 수어사이드 스쿼드1보다는 버즈 오브 프레이에 가깝고 가디언즈 오브 갤럭시보다는 토르 라그나로크에 가깝다. 그리고 많은 평점에서 나왔던 것처럼 생각보다 무거운 영화이다. 그래도 제임스 건하면 기대하는 맛깔나는 ost 틈새유머 죽이는 영상미/액션은 다 있다.,8
럭키,ㅋㅋㅋ유쾌한 영화에요.,10
더 수어사이드 스쿼드,진짜 재미없네-- 재미없다 드럽게 재미없다. 도저히 집중할수 없는 영화임 개판 난장판임 나는 그렇게 느낌 평론가는 뭘 도대체 평론하는거냐? 기본적인 영화 완성도를 봐라. 어쭙잖은 지식으로 씨부리는거 왜 이렇게 역겨움 아 그게 평론가라서 그런건가 영화 완성도는 볼줄 모르는구나ㅋㅋㅋ,1
쥬라기 공원,늦게 태어나서 이걸 못 봤다는 것이 한일 정도로 영상 퀄리티가 뛰어났고  스토리가 흥미진진했던 것 같다.,10
블랙 위도우,이제 마블 영화 단물 다 빠진거 같음 ㅋㅋㅋ ㅠ,6
하치 이야기,감명깊고 뜻깊은 영화에요실화를 바탕으로 연기도 너무 잘하셨고 마음 따뜻해지고 안타깝기도 했네요,10
모가디슈,주제가 명확한 이야기,7
피닉스,전쟁이후를 다룬 영화치고 무겁지 않으면서도 여러가지 의미를 담으려한 감독의 의지가 엿보였다. 얼굴을 잃어버린 여인과 한 부부의 삶을 시대상으로 잘 녹여냈다. 묘한 긴장감 끝 마지막 씬이 사실상의 클라이막스,10
내 여자친구를 소개합니다,명우야ㅠ,10
모가디슈,코로나로 영화를 많이 못봐서 큰맘 먹고 보았음.역이 믿고보는 연기자 다수 너무 재밌게 보았음.,10
더 수어사이드 스쿼드,전개가 엄청 빨라서 지루한틈 한번도안줍니다 액션에 액션 ㅋㅋ 거기다 음악도 좋아서 진짜 신나게볼수있는 영화,10
럭키,제 이상형은 유해진씨 같은 매력부자라고 늘 말하고 다니는데 유해진씨의 매력을 알고 영화 내주신 제작사 감독님 감사합니다!!ㅋㅋ 유해진씨 능청스러운 연기에 쓰러집니다 ㅋㅋㅋ,10
모가디슈,오우~  보는내내 시원하고 재밌었음,10
첨밀밀,소정이 젤 불쌍 소군 멍청이 ㅜㅜㅜㅜ 그래도 찐사랑 해서 부럽다 영화의 모든 사람들이 각자의 사랑방식으로 사랑을 하고있다 ㅜㅜ,10
발신제한,기대 이상으로 재미있게 킬링 타임용으로 잘 봤습니다. 용의자 소재에서 살짝 인과관계가 잘 안 느껴지긴 했지만 긴박감을 느끼게 하는 연출미와 연기력이 좋았다고 생각합니다. 코로나만 아니면 극장가에서 꽤 관객들을 끌었을 텐데 아쉽네요.,9
발신제한,제네시스가 이쁘긴한가보네 ㅋ 차광고라 노래를 부르네 ㅋㅋ  그럼뭐 리어카타고 영화찍으리?,8
예스터데이,비틀즈 전기영화는 아니니 알고 보시라. 가리려해도 가려지지않는 명곡들이 잘배열되어있슴. 삭제씬인 something이 아쉬움.,8
특전 유보트,아버지와 약간은 어색한 사이인데 이거 같이 끝까지 보고 아직도 그 허무함에 대해 얘기를 나누며 웃습니다. 영화는 분명 명작입니다.,10
블랙 위도우,불위그동안ㅅㄱㅅㄱ언,9
발신제한,스토리자체는 괜찮은듯 싶으나 왜 폭탄이 설치되어있는 차에 다시 딸을 조수석에 안친것은 현실적으로 이해가 안되는 부분이라 아쉽네요,6
모가디슈,괜괜ㅊㄱㅅㅇ,8
모가디슈,예고편도 안보고 기대도 안하고 봤는데 진짜 재밌음,8
"그 시절, 우리가 좋아했던 소녀",이해할수있는 그 시절~~^^,9
내가 살인범이다,또 봐도 너무 재밌습니다^^,10
세렌디피티,Too much 우연 but 주연배우들의 좋은 연기,8
모가디슈,실화 일줄 이야...재미있어요,10
더 수어사이드 스쿼드,제임스건이 감독하니 가오갤 냄새가 나지만 충분히 만족! 랫캐처는 쥐를 이용해 싸우는 장면에서 플래그테일 느낌,9
얼라이드,인간 아니  사람이 사랑한데부모가 자식을 사랑하는데그 무엇이 있을지요.. 감동.,10
내가 살인범이다,지금 보고있는데 요즘 나온 영화라고해도 될것같음 스토리랑 대사도 그렇고 배우들 연기도 좋음,10
괴물의 아이,역시 만화최강일본...,10
블랙 위도우,기대 이하라는 평을 봐서 맘을 비웠더니 볼 만 했어요ㅎ 액션신은 강렬했고 연기력도 몰입됐네요,8
더 수어사이드 스쿼드,세바스천 진짜 핵귀요미,8
은하철도의 꿈,전쟁 일으키고 자기민족 고생하는건 당연한거 아닌가? 승리했다면 저런 피해도 없고 승리하려  전쟁일으키고 지들 국민들 잘살았으면 이런 피해자코프레스 할일없었겠지 !우리만 억울하게 분단되고 더 화만  돋구는 만화 ?왜 어린이도서관에 이런게 있어서 괜히 대여했네,1
더 수어사이드 스쿼드,돌아이 美친영화..  데드풀 DC판 ㅋㅋㅋ,8
모가디슈,진짜 재밌음 일단 할리우드 생각날정도로 연출 연기 개쩜 진심 한국영화라고 의심하지말고 그시간에 걍 보셈,10
컨저링 3: 악마가 시켰다,전작보다는 다소 아쉬우나... 그래서 시리즈는 순항중~,8
모가디슈,남북의 협력보다는 총을 든 아이들의 순수한 광기가 잊히지 않음....,8
그린 나이트,재밌게 잘봤어요 또 보러 갈겁니다,10
모가디슈,나중에  실화였다는 사실을 알고 더더욱  감동이였슴니다,10
더 수어사이드 스쿼드,중반부터 감독이 바뀐거죠? 건 형님 어디갔어요?,6
모가디슈,뻔하지만 재밌는걸 어떻게 ㅜㅜ 실화인점에도 감동 ...,10
더 수어사이드 스쿼드,할리퀸이 다했다..  난잡하고 유치한데 잔인함,6
랑종,보는내내 역겨웠음 불쾌하게 만들고 굳이 넣지말아도 될것을 자꾸 넣고 영화중간에 나가고싶었음 개불쾌 ㅡㅡ,1
럭키,전혜빈을 보며 배우가 되는게 얼마나 어려운가를 깨닫는다.,7
킬러의 보디가드 2: 킬러의 와이프,걍걍걍그냥잼있다^^,10
더 울프 오브 월 스트리트,월가의 추악함과 인간의 탐욕을 스콜세지의 연출과 디카프리오의 명연기로 담아낸 영화. 마지막 씬에서 수없이 많은 잘못을 저지른 디카프리오의 강연을 듣기 위해 찾아온 청중은 우리의 모습이 아닐까.,10
모가디슈,와 코로나 시작하고 오랜만에 제대로 된 영화본듯.자칫 식상할뻔한 내용으로 전혀 의식 못 하고 끝까지 몰입감 있게 봄,10
모가디슈,화려한 액션이나 스릴 반전보다는 남북통일을 왜 해야 하는지 일깨워주는 가슴 아픈이야기... 우리역사의 비극을 생각하게 해 주네요.,9
미나리,상을 받은 이유가 뭐지?시간이 아깝다.,2
더 수어사이드 스쿼드,유쾌하고 멋진 잔인함. 할리퀸 원툴로 노잼 서사 꾸역꾸역 억지 전개하던 전작과는 달리 각각의 비중을 재미나게 나눠주면서도 할리퀸의 매력은 오히려 전작보다 올라간 듯 하다. dc도 할때는 할 수 있다는 걸 보여준 스타일리쉬한 b급 영화.,9
모가디슈,배우들 연기도 자연스러웠고 보는 제가다 긴박했어요!!,10
모가디슈,진짜 이 영화는 미쳤습니다 꼭 보세요 진짜 구교환 너무 잘생기고 조인성 진짜 너무 잘생겼습니다 꼭 보세요,10
인비저블맨,어그로가 좀 있었으면 더 재밌었겠다. 수트라고 생각하니까 무서움이 덜 했다. 그래도 잘 봤다.,10
모추어리 컬렉션,이런 스타일의 영화들을 좋아해서 그런지 만족했네요 특히 여배우가 이뻐서... ㅋㅋ,8
방황하는 칼날,내용도 가슴아프지만두 남배우의 연기가 ㄴㅓ무좋았어요8년 전 영화인데 왜 이제야 봤나 싶은.. 요즘 청소년범죄가 점점 잔혹해지고그 연령대가 어려지는만큼공감되고 법이 안타까운 영화입니다,10
더 수어사이드 스쿼드,대형 제작사 작품이라는게 믿기지 않을 정도로 너무 3류스러웠어요.. 개연성 재미없는 유머 공감안되는 억지 감성등..,1
아이 씨 유,허술하고 뜬금없다..,4
더 수어사이드 스쿼드,이 연관성없이 불쑥불쑥 튀어나오는 감동스토리는 무엇..,2
제8일의 밤,오랜만에 인생에 대해 깊히 생각하게 하네요  공포영화로 접근하면 안될듯,8
모가디슈,진짜 재밌음 또 보고싶음 추천 할만 함 오랜만에 좋은 영화 나왔네용,10
모가디슈,남북한 문제는 미묘해서 다루기 쉽지않은데... 부드럽게 처리하며 주제를 독자이해의 몫으로 남겨놓았다는느낌을  받았습니다. 간간히삽입된 긴장이나 갈등. 코믹요소도좋았구요. 배우님들의  연기나카메라.음향모두 좋아요,10
더 수어사이드 스쿼드,기대감때문에 그런지 너무 지루함. 몇 몇 영상빼고는 솔직히 볼만한게 없음.,2
분노의 질주: 홉스&쇼,빈 디젤만 없을 뿐 완벽한 분노의 질주! 사모아 40도의 날씨에도 절대 자켓을 벗지 않는 데카드 쇼는 취저ㅋㅋㅋ,10
랑종,상업영화(공포)  를 생각한다면 비추천. 예술성있는 독립영화라면 상위30%7점짜리 영화는 되는듯. 영상미나 오디오 좋음. 실제 현장에 가서 보는듯함. 의미없는 장면은 없지만 정신없는 의도된 연출. 난해할 수 있는 스토리지만 생각할거리는 던져줌. 페미는 여자나오면 그냥 싫어하고 종교인은 신이 소재니까 싫어하고 애견인은 개가 나오니까 그냥 싫어해서 이렇게 평점이 박살난것 같기도?,7
모가디슈,재밌네요 긴장감있구요,10
더 수어사이드 스쿼드,쓸데없이 잔인하고 더러움. 웃기지도 않은 개그코드. 그저 병맛스러울뿐. 스토리도 딱히 별다른 게 없음. 몇몇 대사는 이상함. 뭐라는지 모르겠음.  할리 퀸도 이제 3번째 보니 매력이 반감됨. DC는 진짜 힘든 길을 갈 듯.,1
내 사랑,먹먹해지고 사랑의 묘약은...,10
더 수어사이드 스쿼드,걍 재미없음 영화가 매력이 하나도없음,3
모가디슈,실화라서 그런지처음부터 끝까지 스토리 탄탄하고지루할 틈이 없이 집중력 만점영화!!,10
머신건 프리처,전쟁은 여자와 아이들이 많은 피해를 본다  실화라는것에 대단하네 ,10
네버랜드를 찾아서,프레디 어린시절~~넘나 귀여운것ㅎㅎ 조니뎁 영화 여러편 본 초딩 아들~~못 알아봄. 얼굴이 넘 멀쩡해서ㅎㅎ 감동~~잔잔하지만 빠져들어 봄.,9
더 수어사이드 스쿼드,보다가 잣음 킹스맨 감독 너무 뻔하고 개인적으로 더럽게 재미없음,2
퍼니 게임,최고다 이게 영화다 이감독 꺼 다 봐야지,10
더 수어사이드 스쿼드,전작보다 훨씬 재미있다.마블보다 어쩌고 저쩌고하는데개인적으론 블랙위도우보다 훨씬 재미있드라,10
모가디슈,이 얼마만에 볼 만한 영화인가..,10
방법: 재차의,어색한 연기력 + 구구절절 설명. 오그라드는 부분이 많아 잠이 확 깰 때도 있으나 대체적으로 졸림. 연기는 좀비들이 제일 잘함. 무료표를 받아도 또 볼 생각 없음.,2
모가디슈,조인성 개폼만 엄청 잡고 뚜드려 맞을 줄 알았는데....,8
더 수어사이드 스쿼드,와...이런것도 영화구나 보고 기분이 더러워짐 돈 시간 많으시면 보시길,2
더 수어사이드 스쿼드,정말 유치한데 이런 영화에 돈을 쏟아붓는 미국사람들 신기하네요 더운날 2시간정도 영화관에서 더위 피하시고 싶을때 추천 드려요,2
랑종,중반까지는 지루하긴한데 여주인공이 점점 미쳐가는게 보이는 괴이함이 느껴져서 좋았고 그 이후부터는 공포스러운 분위기가 확 와닿아서 나쁘지 않았습니다. 기대를 하지않고 간거라면 매우 만족했을거같아요,7
이웃사람,마동석 영화중에서 이웃사람이 제일 재미 없어요.,2
더 수어사이드 스쿼드,킹 샤크랑 쥐돌이 넘 귀엽다 ㅎㅎ,8
더 수어사이드 스쿼드,DC는 유명한 몇몇 캐릭터들 말고는 잘 몰라서..족제비 나오고 상어 나오고 허접할거라 생각하고 기대 안하고 봤는데.왠 걸 1편보다 더 재밌게 봤네요^^.한줄평- 할리는 예뻤다?!?!?!?!?!?!,10
모가디슈,김윤석조인성이 너무 투덜대는거빼면 보는내내 스릴잇고 긴장감잇엇음,8
더 수어사이드 스쿼드,DC유니버스중에 그남아 밀덕스러운 영화가 골로 갔어…..타르코프에서 배틀구라운드 된 느낌,4
더 수어사이드 스쿼드,와 정말 다른영화입니다..!일단 연출 센스가 미쳤습니다!! 청불이라서 잔인한 장면도 시원시원하게 보여주고 전반적으로 너무 만족..! 한번 더 보러 가도 될 정도입니당,9
모가디슈,2021 공동경비구역 JSA,8
요가학원:죽음의쿤달리니,쿤.... 달리니?,2
엘리자베스타운,누군가의 대타에서 자신과 추억을 찾아가는 여정,7
실크 로드,두개의 스토리가 재미있게 맞물려 돌아가는 수작,9
더 수어사이드 스쿼드,내가 원한 수스느낌 진짜 다모아놓음...최고야,10
CCTV,2002년걸 잘못 올린거 아니에요? 곽도원 좋아했는데 다시는 안봐,2
더 수어사이드 스쿼드,너무재미있었어요! 최고! 꼭봐야함~ 할리퀸최고,10
모가디슈,진짜 재밌어요 꼭 보세요…….,10
새콤달콤,굿굿! 반전이있어서 핵 사이다 그리고 현실적인 연애,10
모가디슈,가족들과 함께 너무 재밌게 잘 봤습니다????,10
모가디슈,진짜 꼭 극장가서 봐 보셈기다려서 집에서 보려고 하지말고,10
솔저 발터,한국드라마 로드넘버원 도 보시길~전쟁이란  국가를 막론하고 모두가 슬프다 ,10
모가디슈,보는내내 지루하지 않고 재미있았고 감동도 있었어요,10
발신제한,진짜 배우분들 연기가 ㅠ 최고였어요,10
모가디슈,코로나만 아니면 천만관객 갔을 듯 몰입도 높고 보는내내 지루하지 않고 스토리 좋고 인물 캐릭터도 잼있어요!!,10
정글 크루즈,진짜 핵노잼.. 제목은 정글인데 배경은 cg떡칠 나뭇가지뿐이고. 남 통수치기 좋아하는 라도 출신 드웨인존슨 고집불통 페미나치 대깨문 여주랑 저능아 동생까지 캐릭터가 하나도 정이 안감,2
그때 그사람들,수꼴들의 염장을 지르는 역사적 사실에 관한 영화.,9
리플리,책으로도 다시 보고 싶을 정도로 깊이 있는 스토리와 연기! 거짓말이 들통날 것 같은 순간엔 긴장감 최고!!,9
사냥의 시간,배우구경 외에 재미따윈없다,1
정글 크루즈,가족 영화요즘 페미 영화가 참 많은 거 같네요그런 요소를 억지로 가족 영화에 넣은게 참 흠입니다,5
발신제한,ㅜㅜ 내시간돌려즈어..배우들이 아깝다,4
모가디슈,시선의 절제 쿠키영상 없는 깔끔한 마무리가 여운을 더 길게한다.최근에 봤던 개봉 영화 중에서 제일 재미있었던 것 같다,10
블랙 위도우,재밌어요 스칼렛요한슨 연기 잘함,10
극장판 도라에몽: 진구의 신공룡,도라에몽 극장판은 묘한.느낌이항상남,8
모가디슈,재밌다 천만까진아니고 오백만정도,10
블랙 위도우,요한슨 믿고 보긴봤으나 개연성이나 스토리가..음...기대를 좀하고봐선가 스케일 키울려고 노력한티는 나나 재미가 그닥없었네요ㅜㅜ,6
잘리카투,이번달에 본 영화중에 가장 강렬했고 사운드와 영상미가 꼭 극장에서 봐야하는 수준이에요,8
정글 크루즈,무난함 그이상 그이하도 아닌 영화,6
초속5센티미터,추억은 추억으로 남기는 것이 가장 아름답다는 것을 보여준 영화,8
모가디슈,인성이 오빠는 진짜 연기도 잘하구나,10
클래식,넷플릭스에 있길래 다시 봤는데 언제봐도 명작이네요,10
모가디슈,처음엔 살짝 졸린감이 있었는데..갑자기 몰입감 쩔음~감동과 먹먹함이 고루 섞인듯한국인 이라면 꼭 봐야할 영화같음,10
모가디슈,요즘 영화 치고 질질 늘어뜨리지 않아서 좋았습니다,10
극장판 도라에몽: 진구의 신공룡,진구의 성장이 눈부신 정말 멋있고 재밌는 아동 애니의 끝판왕!,10
성난황소,한국판테이큰. 그리고송지효는 ㅈㄴ예쁘다...,10
모가디슈,꿀잼! 즐거운 두시간 관람,10
내가 살인범이다,일본판부터 봤는데오리지널이 진짜 제대로네,10
22년 후의 고백,오리지널 한국판에 10점주고 오는 길이다.각색을 개연성이 더 떨어지게 한점이나너무 정적인거에 각각 1점씩 뺀다,8
모가디슈,꿀잼. 기대 안 하고 보로 갔더니 너무 재밌었어요. Best movie I've seen so far during 2021.,10
프랑켄슈타인,이건  도입부를 꼭 봐야만 한다!!!,10
콰이어트 플레이스 2,이게 영화지. 소리 긴장감으로 몰입도 있게 빠져들게 하는,10
모가디슈,연기고 연출이고 나발이고 그냥 극핵노잼.시간 아까움,2
모가디슈,충분히 좋은 영화. 기본 이상은 합니다. 코로나 아니였으면 800만 이상은 들었을 것 같네요.,8
제인 도,몰입감 최고 근데 스토리 개연성은 아무것도 안하는데 갖고노는 영화,6
스킨,백인우월주의에 대한 이야기라서 많은 공감은 아니지만 그냥 범죄로 보면 되겠다. 문신 함부로 하지 말자.,7
더 수어사이드 스쿼드,킹스맨+데드풀+가오갤,10
더 그레이트 샤크,47제작진이 다시 모였..는지 모르겠을정도로 별로,2
라이더스 오브 저스티스,살다보면 한번쯤은 생각하게 되는 저사람은 왜? 이 일은 왜? 같은  '왜?'에 관한 철학적인 대답.  큰 기대 안했는데 최고였다.,10
보스 베이비,네가 1~~2다봣는데1보단2다근데 2나올줄 몰랏을때는 드림월스 드래곤길드리기하거 무슨 크루즈 이번에 세로나온 영화하고 비슷한정도 2는 드림월스내가생각하기론 1위이다,8
끝까지 간다,진짜 주인공 답답하네.. 근데 재밌다.,9
엽기적인 그녀,내인생 26년 만에 처음으로 평점 쓰게 해준 영화교통사고로 입원중 넷플릭스로 봤는데 그동안 2000년대 한국 영화를 엄청 무시하고 그냥지나쳤는데 정말 마지막엔 울었다.. ㅜ 울리고 웃게하고 정말 인생 명작 영화 그누구보다 예쁘다전지현..,10
더 수어사이드 스쿼드,잼남,10
모가디슈,전형적인 한국형 영화가 아니었다. 뻔한 스토리도 아니었고 내전의 참혹함을 잘 보여준거같다. 굿,8
"힘을 내요, 미스터 리",눈물 평평ㅜ 감동적이예요,10
모가디슈,남북관계에 신파는 뺐지만 전형적인건 어쩔수 없네. 딱 킬링타임용,4
극장판 도라에몽: 진구의 신공룡,가슴이 따듯해집니다노래도 좋아요,10
더 파이브,이상하네요 영화보고 평점봤는데... 이영화는 분류를 하자면 드라마 아닐까요? 억지설정이라고 할수 있는 부분도 있지만 굉장히 심오한 심리를 연기한거같아 9.5점 드립니다 볼만했습니다 마지막 예술작품이 불타는 장면은 정말 굉장했어요 촬영미가 돋 보였습니다 감독님 굿,9
위플래쉬,관용의 힘을 믿던 나는 재즈바 신에서 그 믿음에 균열을 내기 시작했고 마지막 플레쳐가 아닌 앤드류가 지휘를 이어 나갈 때(적어도 내겐 그렇게 보였다) 그것은 보기 좋게 잘려나갔다.,10
더 수어사이드 스쿼드,속이 다 미식거리는 알록달록,3
변신,킬링타임으로도 아쉽다,4
모가디슈,존잼!!한남들 보지도않고테러 하나 보네? ㅎㅎ하긴보러갈 돈이없지~여친이없지~,10
모가디슈,한쪽은 내전 한쪽은 휴전,10
모가디슈,재미 있었고 마지막 엔딩씬 에서는  슬펐습니다.,10
새콤달콤,재밌다 신선하다 ㅋㅋㅋ,8
모가디슈,일부러 눈물짜내려는 부분도 없고 딱 영화에 필요한 부분들로도 감정이 전달되었어요영화다보고 나오면서 남는 여운이 대박..연기와 연출 모두 만족했어요,10
모가디슈,왜 하필 지금일까 왜 하필 문대통령이 남북 화해 분위기를 조성하려는 지금? 나의 생각이 오해라면 먼저 미안하다는 말을 하고싶다. 하지만 영화개봉의 타이밍에 대해서 그리고 영화의 메세지의 대해서 고민하지 않을 수 없었다. 영화 그 자체의 스토리는 굉장히 흥미로웠고 좋았다. 하지만 제발 부탁한다. 이 이야기는 자신들 앞에 닥친 위험을 벗어나기 위한 개인들의 협력에 관한 이야기다. 현재 김정은과의 화친은 불가능하다. 오히려 김정은과 친해지지 말아야 우리가 진정으로 올바른 길로 가고 있다고 말 할 수 있는 것이다. 그것이 북한의 인민들을 살리는 길이다.,2
보스 베이비 2,애기들도 너무 귀엽고..감동과 재미는 물론 중간중간에 나오는 웃음포인트까지 완전 최고!!,10
모가디슈,기대 하나도 안하고 봤는데 너무 재밌었어요!!! 감동과 재미 둘 다 잡은 영화 같아요 누구나 재밌게 볼 수 있을 것 같습니다,10
블러드샷,109분 동안 집중하면서 재밌게 볼 수 있었고 그 109분의 시간이 아깝지 않은 영화.,10
모가디슈,오랫만에 좋은 영화를 본 것 같아여.,10
모가디슈,총쏘다 끝남.조인성 때문에 봤음.끝이 더 감동적이었음 좋을듯허무하게 끝남,6
모가디슈,생각보다 괜찮은 무게감있는 영화였음,10
13일의 금요일,배경이 대충 21세기면 살인방법도 좀 참신했으면 좋았으련만 뻔한 살인마의 클리셰는 다 보여주는 이걸 왜 굳이 리메이크했는진 모르겠음,6
스틸 플라워,독립영화에 관심이 필요한 이유.,10
모가디슈,재밌어요 볼만합니다. 연기자들 보니 기대됐는데 역시 몸값하네요. 추천합니다,10
케빈에 대하여,미화시킬 필요없이 사이코패쓰 이야기인듯.. 심히 해석할 필요도없이 그냥 그렇게 태어난거지.. 우는거 안안아줬다고 다 저렇게 크면 옛날 밭일하고 바닷일하던 분들 자식들은 다 미쳤을듯~ 그렇게 사랑해줬던 아빠까지 죽인 사이코패쓰를 변명해줄 필요도없을 것 같음그냥 사이코패스 낳고 고생하는 엄마 이야기인듯,8
블랙 위도우,너무너무 잼밌어요!! 쿠키하나있습니당,10
모가디슈,큰 기대 없이 봤었는데 자동차 액션신이 재밌었네요,7
세븐,영화의 제작시점을 염두하더라도 명작반열에 오를 스릴러영화.젊을적 명배우들 연기를 보는것으로도 본전뽑는다.스릴러는 덤,8
첨밀밀,37살에 처음으로 이 영화를 봤네요.다른 시점들로 영화를 끝냈어도 각기 여운이 짙을 만큼 재밌게봤네요. 이 결말도 좋구요.서툴고 촌스러웠지만 인생에 한번 뿐인 젊고 찬란한 그 시절들이 생각나서 슬프면서도 즐거웠습니다.,9
더 수어사이드 스쿼드,평점 조절합니다.깨알같은 웃음을 주려 노력 했지만 유치하고 지루한 영화로 기억하렵니다.,1
더 수어사이드 스쿼드,어느 한놈도 도라희가 아닌이가 없다.간만에 잘뽑힌 디씨,7
모가디슈,류승완 감독님 영화 좋아하는데 역시나 류승완 감독님! 최고에요~! 재미있게 잘봤습니다,10
정글 크루즈,가슴을 설레게 하는 모험 영화 영상미 멋져,8
극장판 도라에몽: 진구의 신공룡,일단 진구랑 친구들이 공룡 체험관에 갑니다 거기서 진구는 또 공룡이 아직까지 있다는 헛소리를 하고 비실이와 퉁퉁이와 내기를 합니다 눈알로 땅콩 먹기를 요 그리고 진구는 쿵쾅거리면서 집가에는데 달걀 큰게 있어서 그걸 주워서 도라에몽에게 타임보자기를 빌려서 시간을 돌립니다 그 후 공룡 2마리가 나오는데 큐랑 뮤라고 진짜 너무 귀여워요 큐는 초록색 공룡이고 뮤는 핑크 공룡입니다! 뮤는 활발하고 잘먹고 습득력(?) 이 높다고 해야하나 특출나지만 큐는 진구같습니다 날개가 있지만 날지도 못하고 밥도 잘 못먹습니다 그런 큐를 위해 공룡 박사님께 조언도 있고 잘 행겨줍니다 이런 부분에서 좀 저는 뭉클했어요 큐가 날기 위해서 날기 위한 방법을 누구보다 열정적으로 가르쳐주었습니다 엄마가 방에 무엇가 있나 싶어서 도라에몽의 도구인 크레파스( 빨간색과 흰색의 원를 그리면 둘이 위치가 바뀜) 그래서 지붕이랑 방을 했는데 지붕에 규랑 뮤를보고 사람들은 놀라죠 점점 크는 큐와 뮤가 살던 시대로 보내야한다는걸 처음에는 반대 했지만 결심하고 진구와 친구들은 그 시대로 갑니다!큐와 뮤의 동족을 열심히 찾으러가지만 낭더러지에서 발자국이 멈춥니다 어떤 흰 원숭이가 진구와 친구들을 감시합니다 퉁퉁 비실은 또 흰원숭이를 따라갑니다 흰원숭이는 알고보니 공룡박사였습니다 그곳에는 공룡 박제(?) 그런게 있었고 악당같았죠.. 진구와 친구들은 큐뮤 동족을 찾았지만 운석이 떨어지기 시작하고 진구는 역사를 바꿀라고 합니다 거기서 시간 경찰들이 진구를 막습니다 하지만 그 박사도 알고보니 경찰 진구가 역사를 바꿀지 알수있는 도구를 사용했지만 아니여서 나두기로 합니다 진구는 공룡들을 지키기 위해서 어째저째 (여기는 재미를 위해 노코멘트) 어쨌든 해피 엔딩으로 끝났는데 마지막 그 박사멘트 듣고 진짜 눈물 흘렸어요 영화중간에 피스케가 진구를 구해주는것도 오지고 진짜 여태 코로나 터진 후 영화중 짱입니다 마지막 노래 끝나고 공룡이 곤충이 되는 그런 장면도 의미있고 감동적이였어요 마음이 뭉클에지고 따뜻해지는 영화입니다,10
더 수어사이드 스쿼드,잔인한거 싫어하시면 비추입니다... 전 너무 싫어해서....내용은 다른 리뷰들 참조하시면....,2
그린 나이트,최악..영화보다가  감독  욕하기도 처음,2
모가디슈,이국적인 배경이 신선했다 조인성이 오랜만에 잘 어울리는 역할을 맡은 느낌이었다,8
정글 크루즈,영상미와 스토리 박진감넘치는 액션까지 꼭 봐야할 영화 추천,10
더 수어사이드 스쿼드,확실히 b급영화의 느낌  데드풀 영화와 비슷한 느낌이며 데드풀을 재밌게봤다면 볼만할수도  개인적으로 나에겐 시간이 아까웠다  영화 좋았던 점은 중간중간 나온 개그는 유쾌했고ㅋ 액션촬영 기법이 신선한 것들이 있었던점  그저  아무생각없이 잔인하고 유쾌한 영화 킬링타임으로 보길원하는 사람들에게추천,2
모가디슈,정말오랜만에 웰메이드 영화! 박진감 긴장감 ㅡ,10
모가디슈,정말 오랫만에 영화관에가서  돈 내고 봐도 아깝지 않은 한국영화다  코로나 때문에 객석에  사람이 많지 않을거라 생각햇는데 거리두기 제외하고 꽉 채웟다 다들 같은 생각들인것 같다 실화 라고 하니  더 뭉클 햇다,10
모가디슈,진짜 너무 재밌어요 별 기대 안하고 봤는데 남북 사람들이 같이 지내는것도 감동이고 완전 흥미진진쓰...,10
모가디슈,생각보다 영상미도 뛰어나고 연기들도 장난아니게 좋음ㅋㅋ,9
그린 나이트,a24 영화다웠던ㅎㅎㅎ,10
모가디슈,기대보단 별루였어요평점8점이라고 생각하고 보시면될듯,8
담쟁이,시간을 돌리고 싶다~~,1
모가디슈,정만식 배우님계셔서 그냥 거릅니다.,2
0.0MHz,신부님이 나와야 할 것만 같은데,4
모가디슈,최근에 본 한국영화중에 제일 재밌음. 같이 본 사람은 옆에서 울기도 함.,10
꽃다발 같은 사랑을 했다,여운이 많이 남는 영화배우분들의 연기도 인상적이었습니다,10
담쟁이,정말그지같은 영화가지고 이게 어떻게가족영화냐동성연애영화지 정말짜증지대로네 돈아까워 죽겠네 진짜,2
모가디슈,잼나네요. 간만에~♡,10
라라랜드,평범해 보이는 것들이 영화의 마법을 만나면 가장 특별한 것이 된다.,10
배틀로얄,신파극이 들어가고 눈물이나와야 명작으로 인정하며 원초적인 재미는 못배운것으로 여기는 한국인들에게는 인정하기 버거운영화,9
더 수어사이드 스쿼드,역시 . 할리퀸이 다했다 스토리 영상미모두 굿굿,10
악마는 프라다를 입는다,앤 해서웨이 이쁘고 메릴 스트립의 연기도 좋다. 그래서 각각 1점씩 2점 준다. 평점이 낮은 이유는 개인적으로 술 먹고 취해서 아무하고나 자는 여자를 안좋아하기 때문이다. 그만큼 극중 앤디의 캐릭터에 몰입했기 때문이랄까,2
모가디슈,볼만했어요,8
옥자,짝짓기가 아니라 성폭행,1
